duplicate_group_id,economic_exposure_family_id,grouping_basis,same_isin_multiple_listing_rule,accumulating_distributing_rule,hedge_rule,provider_rule,rule_version,warning,share_class_count,listing_count,provider_count,member_isins
DUP-GLOBAL_WATER,GLOBAL_WATER,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,7,4,FR0010527275;IE000BWKUES1;IE000Q8F0M81;IE00B1TXK627
DUP-GOLD,GOLD,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6,12,4,CH0346134395;DE000A2T0VU5;GB00B15KXX56;IE00B4ND3602;JE00B1VS3770;JE00BN2CJ301
DUP-INDIA,INDIA,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,9,5,FR0010375766;IE000MZFIJ99;IE00BHZRQZ17;IE00BZCQB185;LU0292109690
DUP-JAPAN,JAPAN,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6,12,6,IE0001XCFC82;IE00B02KXH56;IE00B95PGT31;IE00BMDBMV87;LU0136240974;LU1781541252
DUP-JAPAN_EUR_HEDGED,JAPAN_EUR_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B42Z5J44
DUP-JAPAN_GBP_HEDGED,JAPAN_GBP_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B7XYN974
DUP-LATIN_AMERICA,LATIN_AMERICA,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE000Y187J49
DUP-SILVER_PHYSICAL,SILVER_PHYSICAL,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,6,3,CH0348206324;DE000A2T0VS9;JE00B1VS3333;JE00BQRFDY49
DUP-SOUTH_KOREA,SOUTH_KOREA,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,6,3,IE00B0M63391;IE00B3Z0X395;LU1900066975
DUP-TAIWAN,TAIWAN,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,6,3,IE000CM02H85;IE00B0M63623;IE00B3S1J086
DUP-UK_BROAD_MARKET,UK_BROAD_MARKET,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,3,2,IE0003RA2ZR3;IE00B539F030;IE00BN7J5Z03
DUP-UK_GILTS_ALL,UK_GILTS_ALL,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,5,5,IE0003MKK4H3;IE00B1FZSB30;IE00B3W74078;IE00B42WWV65;IE00BG0TQC25
DUP-UK_GILTS_LONG,UK_GILTS_LONG,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE000AES5KQ5
DUP-UK_GILTS_SHORT,UK_GILTS_SHORT,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,5,4,IE000RCMNFR9;IE00B4WXJK79;IE00BD9MMC32;IE00BG0TQ445;IE00BLRPQK69
DUP-UK_INDEX_LINKED_GILTS,UK_INDEX_LINKED_GILTS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B1FZSD53
DUP-UK_LARGE_CAP,UK_LARGE_CAP,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6,7,6,IE0005042456;IE00B42TW061;IE00B60SWT88;IE00B810Q511;LU0136242590;LU1650492173
DUP-UK_MID_CAP,UK_MID_CAP,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,5,5,IE00B00FV128;IE00B60SWV01;IE00B64PTF05;IE00BFMXVQ44;LU0292097317
DUP-UK_SMALL_CAP,UK_SMALL_CAP,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B3VWLG82
DUP-USD_OVERNIGHT_CASH,USD_OVERNIGHT_CASH,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,6,4,IE00069Q7MY9;IE000L00POB4;IE000QVOGR82;LU1233598447
DUP-US_AEROSPACE_DEFENCE,US_AEROSPACE_DEFENCE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,3,2,IE000KDY10O3;IE000U9ODG19
DUP-US_AI,US_AI,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,3,3,1,IE000DWHL026;IE000MS76E73;IE000RYWBSX8
DUP-US_BANKS,US_BANKS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,2,2,2,IE00BD3V0B10;IE00BDVPTJ63
DUP-US_BROAD_LARGE_CAP,US_BROAD_LARGE_CAP,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,7,13,6,IE0000TZZ2B2;IE000JZ473P7;IE0031442068;IE00B3XXRP09;IE00B5BMR087;IE00B7K93397;LU0496786657
DUP-US_BROAD_LARGE_CAP_EUR_HEDGED,US_BROAD_LARGE_CAP_EUR_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B3ZW0K18
DUP-US_BROAD_LARGE_CAP_GBP_HEDGED,US_BROAD_LARGE_CAP_GBP_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00B3Y8X563
DUP-US_COMMUNICATION_SERVICES,US_COMMUNICATION_SERVICES,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BNC1G707
DUP-US_CONSUMER_STAPLES,US_CONSUMER_STAPLES,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE00BWBXM385
DUP-US_FINANCIALS,US_FINANCIALS,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,4,8,4,IE000KG7KXI7;IE00B42Q4896;IE00BCHWNT26;IE00BWBXM500
DUP-US_HEALTHCARE,US_HEALTHCARE,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,2,1,IE00BWBXM617
DUP-US_NASDAQ_100,US_NASDAQ_100,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,6,9,6,IE0001ZFMLN7;IE0003RQ9F90;IE000EXUE0G2;IE0032077012;IE00BM8R0J59;LU1829221024
DUP-US_SMALL_CAP,US_SMALL_CAP,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,7,5,IE0007O06KL9;IE000GTBEXG4;IE000W7N50J7;IE00B60SX402;LU1681038839
DUP-US_TOTAL_MARKET,US_TOTAL_MARKET,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,5,9,5,IE0002W8NB38;IE000A8N67F3;IE000FW16TX1;IE000I5NV504;IE00B77D4428
DUP-US_TOTAL_MARKET_GBP_HEDGED,US_TOTAL_MARKET_GBP_HEDGED,EFFECTIVELY_EQUIVALENT_ECONOMIC_EXPOSURE_WITH_SAME_HEDGE_STATE,ONE_SHARE_CLASS_MULTIPLE_IMPLEMENTATION_LINES,SEPARATE_SHARE_CLASSES_SAME_ECONOMIC_FAMILY_AND_DUPLICATE_GROUP,HEDGED_AND_UNHEDGED_ARE_DIFFERENT_ECONOMIC_FAMILIES_AND_DUPLICATE_GROUPS,EQUIVALENT_PROVIDER_PRODUCTS_ARE_ALTERNATIVE_IMPLEMENTATIONS_NOT_EXTRA_OPPORTUNITIES,UKACTIVE-DUPLICATE-v1.0.0,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY,1,1,1,IE000PYHMXV4
