listing_id,share_class_id,isin,mic,ticker,current_investability_state,current_uk_retail_eligibility,isa_eligibility,sipp_eligibility,ibkr_availability,broker_status,broker_check_method,broker_check_date,current_exchange_listing_status,kid_retail_document_evidence,kid_retail_document_url,structural_eligibility,eligibility_verification_date,eligibility_confidence,eligibility_evidence_ids,historical_eligibility,historical_eligibility_supported,warning
LIST-86A9A4ADD26087B2,SC-41066A3F559B32A4,IE00B42YS929,XLON,IGWD,CURRENTLY_INVESTABLE,ELIGIBLE_DOCUMENTED_CURRENT_ISSUER_PAGE,YES,YES,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,CURRENT_DOCUMENT_HTTP_VERIFIED,https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-msci-world-gbp-hedged-ucits-etf-acc-gb-ie00b42ys929-en.pdf,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,HIGH,EVD-0FFBE289C2E411CD;EVD-5336A8B6A67B32F8;EVD-C5043C2C0E99672C;EVD-EA2FC4A213F6F275,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-883D77C1EE2F46A5,SC-39E36928D1B02BFA,IE000VDH1PG3,XLON,WSPG,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-923FC54891541369,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-890D64B9BF1F5F9C,SC-2E125BCEE806464A,IE00BF16M727,XLON,CIBR,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-C700056C10DB9EF8,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-897AD72803630229,SC-A94C592403385AC4,IE000ISS8DB2,XLON,XSWD,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-4D687259B8938442;EVD-8D9DB0D7594E3A83,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-89A55C70F6D52D62,SC-343099C17C765F8E,IE00072RHT03,XLON,ICBR,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-B8D85809D7E97B44,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-89C63DDE6DEB254E,SC-E44C65B1A3A31715,IE00BM67HS53,XLON,XSMW,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-8D9DB0D7594E3A83,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8A311B083A50597F,SC-1587F085EBA177A2,IE00B4L60H17,XLON,ISXF,CURRENTLY_INVESTABLE,ELIGIBLE_DOCUMENTED_CURRENT_ISSUER_PAGE,YES,YES,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,CURRENT_DOCUMENT_HTTP_VERIFIED,https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-corp-bond-ex-financials-ucits-etf-gbp-dist-gb-ie00b4l60h17-en.pdf,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,HIGH,EVD-0FFBE289C2E411CD;EVD-8235A4D53A91D1F1;EVD-8EE20748CE2D491D;EVD-CA16B461ECF155D1,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8A35ACC839C7C4E1,SC-159B8D5D69211155,LU1900066975,XLON,KRW,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-44E73C12472C3C50,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8B13884E3BB95C07,SC-540192216A0B021A,IE0007P4PBU1,XLON,HCHS,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-C0EF477187E75E39,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8BB39D39D7F141E5,SC-629915B5941C7CF7,IE00BMDBMV87,XLON,ESJS,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-8E74500060C264FE,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8BCDDB9776628D8A,SC-64AAE730428DECDB,IE000K3YPA16,XLON,KWEH,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-7F35151F25C6502B,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8BDD0AB8EF9DDFB6,SC-BDCDFAE219FB8666,IE00094FRAA6,XLON,CAUT,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-2B2E092D8EB76897,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8BF0216B1F591B89,SC-B567AB131D3844A8,IE000Y187J49,XLON,RNTG,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-2B2E092D8EB76897;EVD-A6E53D0318F1EF38,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8C01D23BAC4BB4A1,SC-B8E017DE72EA01B2,IE00BGV5VM45,XLON,XUEK,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-8D9DB0D7594E3A83,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8C509F7BD4FAFF1D,SC-CE0CE96667393931,IE000BLN64M9,XLON,ETRA,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-4AE0CB96D1C0A4DD,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8C6039F79BD309E4,SC-D4C74D7329722B63,IE00B1FZSD53,XLON,INXG,CURRENTLY_INVESTABLE,ELIGIBLE_DOCUMENTED_CURRENT_ISSUER_PAGE,YES,YES,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,CURRENT_DOCUMENT_HTTP_VERIFIED,https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-index-linked-gilts-ucits-etf-gbp-dist-gb-ie00b1fzsd53-en.pdf,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,HIGH,EVD-0FFBE289C2E411CD;EVD-21175A3624632D99;EVD-2FE30147514CE2B4;EVD-A2829503C96506F8,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8CC5A13E0916E9F1,SC-5808793C0BBF5B74,IE00B42Q4896,XLON,XLFQ,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-EB0762A0D9B5DA0F,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8E0D21D8A41728FC,SC-F63AD1E709876DE7,IE00BQ70R696,XLON,SBIO,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-EB0762A0D9B5DA0F,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8F086B24DF7C8EBB,SC-9D5DD3F02B520CD6,IE0032077012,XLON,EQQQ,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-5359C33294EB76A9,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8F2CA6637A5CA2DF,SC-337DDBD147F50AF1,IE00BK5BC677,XLON,DOCG,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-7F35151F25C6502B,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8F3A29DAE7CFED82,SC-526F9DC33785041F,IE000Q9W2IR3,XLON,AIAA,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-0FFBE289C2E411CD;EVD-CA16B461ECF155D1;EVD-D2DF2B166FB8BE33,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8F87D39957C15421,SC-5787F9C7B1F509EE,IE000YDZG487,XLON,HNSC,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-B8D85809D7E97B44,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-8FDF039CA5DA0FE3,SC-159B8D5D69211155,LU1900066975,XLON,KRWL,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-44E73C12472C3C50,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-9031D7507274ACF5,SC-18669607404610C3,JE00BQRFDY49,XLON,WSLV,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-CF03F645051142B8,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-908AD7DC96CBA5C7,SC-8B35089C19FC0263,IE00BYZK4552,XLON,RBTX,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-0FFBE289C2E411CD;EVD-B295451B6FD33A28;EVD-C8AC84410D51D02B,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-914DA305EAD4307B,SC-066427AC4EBC84E4,IE0005042456,XLON,ISFU,CURRENTLY_INVESTABLE,ELIGIBLE_DOCUMENTED_CURRENT_ISSUER_PAGE,YES,YES,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,CURRENT_DOCUMENT_HTTP_VERIFIED,https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-core-ftse-100-ucits-etf-gbp-dist-gb-ie0005042456-en.pdf,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,HIGH,EVD-0FFBE289C2E411CD;EVD-73DD1C6502ED56BC;EVD-A4DE90620BC0EBFF;EVD-CEAC2F5E15F4B153,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-91702607131A396B,SC-4D88ACE511E2627D,IE000PTMIE90,XLON,BLDR,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-0FFBE289C2E411CD;EVD-518758644CF54D3B;EVD-A2829503C96506F8,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-91E7FD2F29043124,SC-683DABEC7BF43396,IE000J5PESP7,XLON,RCTU,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-3D157DD46A6981D3,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-9234A21329479B04,SC-51D08EFE04B269ED,DE000A2T0VS9,XLON,XSLR,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-02242D75444BB6D4,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-92F25A69A465B709,SC-0D0FD9B05CACFBE3,GB00B15KXX56,XLON,BULP,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-4921408E7142F4D1;EVD-CF03F645051142B8,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-93528E69A16F8C68,SC-55359FD5CE6DBAE7,JE00B1VS3333,XLON,PHAG,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-CF03F645051142B8,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-935314F567CA7A98,SC-343099C17C765F8E,IE00072RHT03,XLON,CBRX,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-B8D85809D7E97B44,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-93C5FEAA57FCCED5,SC-66D3C41997017B0F,IE00BF0M6N54,XLON,ECOG,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-7F35151F25C6502B,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-941EA47E8BA3924E,SC-67B64720685885D6,IE00BCBJF711,XLON,SUKC,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-99545ABABD127584,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-945C0C60DABD14CE,SC-FDF155B1F0B405F8,IE00BYZK4776,XLON,HEAL,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-0FFBE289C2E411CD;EVD-A4DE90620BC0EBFF;EVD-CB3FE38915004BFF,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
LIST-958190167CC05BF5,SC-F43D10A2D10BD4E6,IE00BKY58625,XLON,HSXE,CURRENT_CANDIDATE_UNVERIFIED,NOT_VERIFIED,NOT_DETERMINED,NOT_DETERMINED,NOT_CHECKED,NOT_CHECKED,NO_SAFE_EXACT_LSE_ISIN_READ_ONLY_ROUTE_AVAILABLE,NOT_CHECKED,ACTIVE_OBSERVED_IN_CURRENT_LSE_SNAPSHOT,NOT_VERIFIED,NOT_AVAILABLE,ELIGIBLE_LONG_ONLY_STRUCTURE,2026-08-22,MEDIUM,EVD-C0EF477187E75E39,NOT_ASSESSED_OUT_OF_SCOPE,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
