economic_exposure_family_id,economic_exposure_name,rotation_role,competition_pool,parent_exposure,preferred_or_alternate,ISIN,ticker,expected_exchange,expected_MIC,listing_currency,GBP_GBX_unit,issuer,structure,LSE_current_status,UK_retail_disclosure_status,public_ISA_rules_status,public_evidence_URLs,public_evidence_date,public_evidence_confidence,IBKR_contract_status,IBKR_contract_id,IBKR_exchange_found,IBKR_symbol_found,IBKR_quote_status,IBKR_ISA_purchase_status,verification_notes,listing_id,share_class_id,selectable_flag,benchmark_only_flag,warning
GLOBAL_AI,Artificial-intelligence value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_TECHNOLOGY,ALTERNATE,IE000LGWDNE5,IAIX,London Stock Exchange,XLON,GBP,GBX,INVESCO,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D9%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-D4E8401B03A3E7D2,SC-BEF041297C8F6642,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_AI,Artificial-intelligence value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_TECHNOLOGY,PREFERRED,IE000Q9W2IR3,AIAA,London Stock Exchange,XLON,GBP,GBX,ISHARES,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D14%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-8F3A29DAE7CFED82,SC-526F9DC33785041F,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,ALTERNATE,IE00BKLF1R75,VOLT,London Stock Exchange,XLON,USD,USD,WISDOMTREE,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-FA256C4EA7D9A5AC,SC-3231B96DDFC014D9,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_BATTERY_EV,Battery and electric-vehicle value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,PREFERRED,IE00BKLF1R75,CHRG,London Stock Exchange,XLON,GBP,GBX,WISDOMTREE,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-5C977E40F5967376,SC-3231B96DDFC014D9,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_BIOTECHNOLOGY,Biotechnology industry,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,GLOBAL_HEALTHCARE,ALTERNATE,IE00BQ70R696,SBIO,London Stock Exchange,XLON,USD,USD,INVESCO,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D12%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-8E0D21D8A41728FC,SC-F63AD1E709876DE7,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_BIOTECHNOLOGY,Biotechnology industry,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,GLOBAL_HEALTHCARE,PREFERRED,IE00BQ70R696,SBIX,London Stock Exchange,XLON,GBP,GBX,INVESCO,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D12%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-1BB0C5BE00A3A1AC,SC-F63AD1E709876DE7,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_CLEAN_ENERGY,Clean-energy value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_UTILITIES,ALTERNATE,IE00BLRB0028,GCEX,London Stock Exchange,XLON,GBP,GBX,INVESCO,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D9%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-5D1FCC0719D9A3D6,SC-4A5624541537FDDE,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_CLEAN_ENERGY,Clean-energy value chain,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_UTILITIES,PREFERRED,IE000U58J0M1,INRA,London Stock Exchange,XLON,GBP,GBX,ISHARES,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D13%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-97241FF314AD07E9,SC-4149B806A8697E99,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_COMMUNICATION_SERVICES,Broad global communication services sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BYTRRG40,WTEL,LONDON STOCK EXCHANGE,XLON,USD,USD,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-world-communication-services-ucits-etf-wtel-na,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-EFDE14166B8AFD8A,A2RSC-C317B07513C8F454,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_CONSUMER_DISCRETIONARY,Broad global consumer discretionary sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BYTRR640,WCOD,LONDON STOCK EXCHANGE,XLON,USD,USD,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/se/en_gb/institutional/etfs/state-street-spdr-msci-world-consumer-discretionary-ucits-etf-wcod-na,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-6A87DC0BE49B5392,A2RSC-47B1025F8B9C88A8,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_CONSUMER_STAPLES,Broad global consumer staples sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BYTRR756,WCOS,LONDON STOCK EXCHANGE,XLON,USD,USD,STATE_STREET,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ssga.com/uk/en_gb/institutional/etfs/state-street-spdr-msci-world-consumer-staples-ucits-etf-wcos-na,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-FF64D2598918CA53,A2RSC-053ABDEF46A93EBB,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_CYBERSECURITY,Global cybersecurity businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_TECHNOLOGY,ALTERNATE,IE00BLPK3577,WCBR,London Stock Exchange,XLON,USD,USD,WISDOMTREE,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-C9A77B87F74C6738,SC-6CEADC58C5A588D4,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_CYBERSECURITY,Global cybersecurity businesses,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_TECHNOLOGY,PREFERRED,IE00BLPK3577,CYSE,London Stock Exchange,XLON,GBP,GBX,WISDOMTREE,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D30%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-12CB0410AD85EE0B,SC-6CEADC58C5A588D4,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_ENERGY,Broad global energy sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,ALTERNATE,IE00BM67HM91,XDW0,London Stock Exchange,XLON,USD,USD,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-5BCA74D29D093BE6,SC-947C382E5D5B406E,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_ENERGY,Broad global energy sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BM67HM91,XWES,London Stock Exchange,XLON,GBP,GBX,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-630DABDA2B1F3BBF,SC-947C382E5D5B406E,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_FINANCIALS,Broad global financials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,ALTERNATE,IE00BM67HL84,XDWF,London Stock Exchange,XLON,USD,USD,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-0D38779AC9AC2412,SC-83BEC43E70DAD01D,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_FINANCIALS,Broad global financials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BM67HL84,XWFS,London Stock Exchange,XLON,GBP,GBX,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-7529CAC03FC2DD65,SC-83BEC43E70DAD01D,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_GENOMICS,Genomics and genomic medicine,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_BIOTECHNOLOGY,ALTERNATE,IE000O5M6XO1,ARKG,London Stock Exchange,XLON,USD,USD,RIZE UCITS ICAV,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D1%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-28425B1137FCB053,SC-91208EB0507CF600,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_GENOMICS,Genomics and genomic medicine,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_BIOTECHNOLOGY,PREFERRED,IE000O5M6XO1,ARCG,London Stock Exchange,XLON,GBP,GBX,RIZE UCITS ICAV,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D1%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-0B807835AF1CA13B,SC-91208EB0507CF600,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_GOLD_MINERS,Global gold-mining equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,GLOBAL_MATERIALS,ALTERNATE,IE00B6R52036,IAUP,London Stock Exchange,XLON,USD,USD,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-gold-producers-ucits-etf-usd-acc-gb-ie00b6r52036-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-4D79D9DDC8F80693,SC-FDDE497A1E1E3B9D,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_GOLD_MINERS,Global gold-mining equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,GLOBAL_MATERIALS,PREFERRED,IE00B6R52036,SPGP,London Stock Exchange,XLON,GBP,GBX,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-gold-producers-ucits-etf-usd-acc-gb-ie00b6r52036-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-25852B7891F766BD,SC-FDDE497A1E1E3B9D,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_HEALTHCARE,Broad global healthcare sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,ALTERNATE,LU0533033311,HLTW,London Stock Exchange,XLON,USD,USD,AMUNDI,NOT_VERIFIED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-A36F0D56082B7FAD,SC-3108ECD63BA1F32D,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_HEALTHCARE,Broad global healthcare sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BYTRRB94,HEAW,London Stock Exchange,XLON,GBP,GBP,STREET GLOBAL ADVISORS,NOT_VERIFIED,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,UNCERTAIN,NOT_VERIFIED,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-12D97A6B27C89061,SC-B615478554F9855E,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INDUSTRIALS,Broad global industrials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,ALTERNATE,IE00BM67HV82,XDWI,London Stock Exchange,XLON,USD,USD,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-6B65B9F30358BBCC,SC-7B5F7E583BF6C306,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INDUSTRIALS,Broad global industrials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BM67HV82,XWIS,London Stock Exchange,XLON,GBP,GBX,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-4C27B6092CA89DA6,SC-7B5F7E583BF6C306,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INFRASTRUCTURE,Global listed infrastructure,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,ALTERNATE,IE00B1FZS467,IDIN,LONDON STOCK EXCHANGE,XLON,USD,USD,ISHARES,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-92BEF8C0172CF2EE,A2RSC-E6E9A4A046347D8B,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_INFRASTRUCTURE,Global listed infrastructure,THEME_ROTATION,POOL_GLOBAL_THEMES,GLOBAL_INDUSTRIALS,PREFERRED,IE00B1FZS467,INFR,LONDON STOCK EXCHANGE,XLON,GBP,GBX,ISHARES,UCITS_ETF,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://www.ishares.com/uk/individual/en/products/251809/ishares-global-infrastructure-ucits-etf,2026-08-22,HIGH_PRIMARY_ISSUER_AND_EXACT_ACTIVE_CATALOGUE,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,A2RLIST-1D7053D13E3F9704,A2RSC-E6E9A4A046347D8B,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_MATERIALS,Broad global materials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,ALTERNATE,IE00BM67HS53,XDWM,London Stock Exchange,XLON,USD,USD,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-5EFCDEE4366E2C0C,SC-E44C65B1A3A31715,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_MATERIALS,Broad global materials sector,SECTOR_ROTATION,POOL_GLOBAL_BROAD_SECTORS,GLOBAL_DEVELOPED_WORLD,PREFERRED,IE00BM67HS53,XSMW,London Stock Exchange,XLON,GBP,GBX,DEUTSCHE BANK,NOT_VERIFIED,CONFIRMED,DISCLOSURE_NOT_FOUND,UNCERTAIN,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D32%26size%3D100,2026-08-22,MEDIUM,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-89C63DDE6DEB254E,SC-E44C65B1A3A31715,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
GLOBAL_OIL_GAS,Global oil and gas equities,INDUSTRY_ROTATION,POOL_GLOBAL_INDUSTRIES,GLOBAL_ENERGY,ALTERNATE,IE00B6R51Z18,IOGP,London Stock Exchange,XLON,USD,USD,ISHARES,Physical,CONFIRMED,CURRENT_DISCLOSURE_CONFIRMED,RULES_ELIGIBLE,https://api.londonstockexchange.com/api/v1/pages?path=live-markets%2Fmarket-data-dashboard%2Fprice-explorer&parameters=categories%3DETFS%26subcategories%3D15%26page%3D17%26size%3D100;https://www.ishares.com/gls-download/literature/kiid/ucits_kiid-ishares-oil-gas-exploration-production-ucits-etf-usd-acc-gb-ie00b6r51z18-en.pdf,2026-08-22,HIGH,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,A2R corrected economic lineage; public evidence is not account-specific broker confirmation,LIST-E2CD82739D9CCE44,SC-445D66E38F1207ED,YES,NO,CURRENT ELIGIBILITY MUST NOT BE BACK-PROJECTED HISTORICALLY
