economic_exposure_family_id,economic_exposure_name,primary_rotation_role,research_maturity,first_valid_date,last_valid_date,valid_endpoint_count,five_year_window_start,data_cutoff,launched_within_final_five_years,valid_near_cutoff,implementation_transition_count,implementation_transition_dates,recent_external_event_count,recent_external_events,recent_external_event_dates,a3r2u_lse_current_status,current_implementable_view,lifecycle_primary_state,recent_survivorship_census_classification,survivorship_limitation,warning
GLOBAL_OIL_GAS,Global oil and gas equities,INDUSTRY_ROTATION,MATURE,2011-10-10,2026-08-21,3571.0,2021-08-23,2026-08-21,NO,YES,24,2011-10-21;2011-11-11;2012-01-26;2012-01-31;2012-02-08;2012-02-20;2012-04-18;2012-04-23;2012-07-20;2012-07-23;2012-08-06;2012-08-07;2012-09-03;2012-09-04;2012-09-13;2012-09-20;2012-10-15;2012-10-18;2012-12-28;2013-01-11;2013-03-07;2013-03-11;2017-11-09;2017-11-10,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_QUANTUM_COMPUTING,Quantum-computing ecosystem,THEME_ROTATION,NEW,2025-05-28,2026-08-21,315.0,2021-08-23,2026-08-21,YES,YES,1,2025-09-08,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_REAL_ESTATE,Global listed property and REITs,SECTOR_ROTATION,MATURE,2019-01-23,2026-08-21,1894.0,2021-08-23,2026-08-21,NO,YES,2,2020-08-06;2020-08-07,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_RETAIL,Retail and e-commerce businesses,INDUSTRY_ROTATION,DEVELOPING,2021-11-19,2026-08-21,1199.0,2021-08-23,2026-08-21,YES,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,LAUNCHED_WITHIN_FINAL_FIVE_YEARS,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_ROBOTICS_AUTOMATION,Robotics and industrial automation,THEME_ROTATION,MATURE,2016-09-15,2026-08-21,2509.0,2021-08-23,2026-08-21,NO,YES,2,2017-11-09;2017-11-10,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_SEMICONDUCTORS,Global semiconductor value chain,THEME_ROTATION,MATURE,2013-09-17,2026-08-21,3207.0,2021-08-23,2026-08-21,NO,YES,15,2018-10-05;2018-10-09;2019-05-29;2019-06-03;2020-07-30;2020-08-03;2020-10-06;2020-10-08;2020-12-08;2023-08-29;2023-08-30;2024-05-28;2024-05-29;2026-05-05;2026-05-06,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_SILVER_MINERS,Global silver-mining equities,INDUSTRY_ROTATION,DEVELOPING,2022-05-11,2026-08-21,1082.0,2021-08-23,2026-08-21,YES,YES,6,2022-12-28;2022-12-29;2023-05-09;2023-05-10;2023-05-30;2023-05-31,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_SMALL_CAP,Global small-cap equities,BROAD_GEOGRAPHY_ROTATION,MATURE,2013-12-10,2026-08-21,3205.0,2021-08-23,2026-08-21,NO,YES,2,2017-01-25;2017-01-26,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_SOFTWARE,Software and cloud businesses,INDUSTRY_ROTATION,MATURE,2019-01-03,2026-08-21,1929.0,2021-08-23,2026-08-21,NO,YES,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CONTINUING_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_SOLAR,Solar-energy value chain,THEME_ROTATION,DEVELOPING,2021-10-07,2026-08-21,1196.0,2021-08-23,2026-08-21,YES,YES,24,2021-10-18;2021-10-26;2022-02-22;2022-02-23;2022-03-21;2022-03-22;2022-03-28;2022-03-29;2022-04-29;2022-05-03;2022-05-05;2022-05-09;2022-05-26;2022-05-27;2022-06-20;2022-06-21;2022-07-25;2022-07-26;2022-10-24;2022-10-25;2022-12-09;2022-12-12;2023-05-30;2023-05-31,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_SPACE,Commercial space economy,INSUFFICIENT_DATA,NOT_APPLICABLE_NO_USABLE_HISTORY,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_TECHNOLOGY,Broad global technology sector,SECTOR_ROTATION,MATURE,2016-05-09,2026-08-21,2597.0,2021-08-23,2026-08-21,NO,YES,1,2022-04-07,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_TRANSPORTATION,Transportation and logistics,INDUSTRY_ROTATION,MATURE,2018-01-26,2026-08-21,2160.0,2021-08-23,2026-08-21,NO,YES,2,2020-08-05;2020-08-06,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_URANIUM_NUCLEAR,Uranium miners and nuclear-energy value chain,THEME_ROTATION,DEVELOPING,2022-05-06,2026-08-21,1085.0,2021-08-23,2026-08-21,YES,YES,9,2022-05-11;2022-12-28;2022-12-29;2023-01-03;2023-01-04;2023-05-09;2023-05-10;2023-08-29;2023-08-30,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_UTILITIES,Broad global utilities sector,SECTOR_ROTATION,MATURE,2016-07-08,2026-08-21,1830.0,2021-08-23,2026-08-21,NO,YES,1,2023-09-05,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GLOBAL_WATER,Water infrastructure and services,THEME_ROTATION,MATURE,2007-04-04,2026-08-21,3308.0,2021-08-23,2026-08-21,NO,YES,517,2012-12-20;2013-01-21;2013-01-25;2013-02-04;2013-02-14;2013-02-18;2013-02-22;2013-03-05;2013-03-12;2013-03-15;2013-03-19;2013-04-03;2013-04-24;2013-04-26;2013-04-29;2013-05-02;2013-05-03;2013-05-08;2013-05-21;2013-05-23;2013-05-24;2013-05-29;2013-06-17;2013-06-21;2013-06-25;2013-07-11;2013-07-15;2013-07-22;2013-07-23;2013-07-29;2013-08-05;2013-08-07;2013-08-15;2013-08-19;2013-09-16;2013-09-18;2013-09-26;2013-10-01;2013-10-23;2013-10-29;2013-10-30;2013-11-06;2013-11-07;2013-11-14;2013-11-19;2013-11-25;2013-11-28;2013-12-02;2013-12-23;2013-12-27;2013-12-30;2014-01-02;2014-01-13;2014-01-16;2014-01-24;2014-01-28;2014-01-31;2014-02-04;2014-02-10;2014-02-13;2014-02-25;2014-02-27;2014-02-28;2014-03-04;2014-03-07;2014-03-11;2014-04-03;2014-04-07;2014-04-28;2014-05-02;2014-05-06;2014-05-09;2014-05-12;2014-05-15;2014-05-16;2014-05-20;2014-05-23;2014-06-02;2014-06-03;2014-06-05;2014-06-10;2014-06-13;2014-07-02;2014-07-04;2014-07-10;2014-07-14;2014-07-16;2014-07-22;2014-07-23;2014-07-25;2014-07-31;2014-08-04;2014-08-11;2014-08-14;2014-08-15;2014-08-19;2014-08-29;2014-09-04;2014-09-10;2014-09-12;2014-09-18;2014-09-22;2014-09-23;2014-10-01;2014-10-10;2014-10-14;2014-10-16;2014-10-21;2014-10-22;2014-10-27;2014-11-10;2014-11-12;2014-11-21;2014-11-26;2014-12-01;2014-12-03;2014-12-09;2014-12-11;2014-12-12;2014-12-16;2015-01-06;2015-01-08;2015-01-15;2015-01-19;2015-02-09;2015-02-11;2015-02-12;2015-02-19;2015-02-20;2015-03-04;2015-03-05;2015-03-11;2015-03-19;2015-03-25;2015-03-30;2015-04-02;2015-04-08;2015-04-13;2015-04-29;2015-05-01;2015-05-06;2015-05-08;2015-05-11;2015-05-14;2015-05-26;2015-06-01;2015-06-02;2015-06-08;2015-06-12;2015-06-17;2015-06-23;2015-06-26;2015-06-30;2015-07-02;2015-07-08;2015-07-22;2015-07-24;2015-07-31;2015-08-10;2015-08-12;2015-08-18;2015-08-20;2015-08-21;2015-09-03;2015-09-10;2015-09-14;2015-09-15;2015-09-17;2015-09-21;2015-09-23;2015-09-29;2015-10-02;2015-10-19;2015-10-22;2015-11-16;2015-11-18;2015-12-01;2015-12-03;2015-12-09;2015-12-11;2015-12-30;2016-01-04;2016-01-28;2016-02-04;2016-02-18;2016-02-23;2016-03-02;2016-03-07;2016-03-08;2016-03-11;2016-03-15;2016-03-17;2016-03-23;2016-04-05;2016-04-06;2016-04-08;2016-04-11;2016-04-15;2016-04-18;2016-04-29;2016-05-03;2016-05-10;2016-05-11;2016-05-23;2016-05-26;2016-07-01;2016-07-07;2016-07-21;2016-07-22;2016-08-19;2016-08-22;2016-09-02;2016-09-09;2016-09-15;2016-09-19;2016-09-22;2016-09-23;2016-10-07;2016-10-10;2016-11-01;2016-11-02;2016-11-25;2016-12-01;2016-12-05;2016-12-06;2016-12-09;2016-12-16;2017-01-03;2017-01-04;2017-01-11;2017-01-16;2017-01-30;2017-02-02;2017-02-15;2017-02-16;2017-02-23;2017-02-28;2017-03-03;2017-03-07;2017-03-20;2017-03-23;2017-03-27;2017-03-29;2017-04-21;2017-04-24;2017-04-26;2017-04-27;2017-05-30;2017-06-13;2017-06-20;2017-06-21;2017-07-07;2017-07-10;2017-08-09;2017-08-10;2017-08-16;2017-08-17;2017-10-25;2017-10-26;2017-11-23;2017-11-28;2017-12-21;2018-01-03;2018-01-16;2018-01-17;2018-01-31;2018-02-01;2018-02-16;2018-02-19;2018-02-22;2018-02-26;2018-02-28;2018-03-02;2018-03-12;2018-03-15;2018-03-22;2018-03-23;2018-03-28;2018-04-03;2018-04-11;2018-04-24;2018-04-26;2018-04-30;2018-05-10;2018-05-11;2018-05-17;2018-05-23;2018-05-25;2018-06-01;2018-06-18;2018-06-19;2018-06-21;2018-06-25;2018-06-27;2018-07-03;2018-07-10;2018-07-18;2018-07-25;2018-07-30;2018-08-15;2018-08-16;2018-08-20;2018-08-21;2018-08-23;2018-08-29;2018-08-31;2018-09-03;2018-09-13;2018-09-19;2018-09-21;2018-09-26;2018-09-28;2018-10-01;2018-10-05;2018-10-08;2018-10-10;2018-10-11;2018-10-22;2018-10-23;2018-10-29;2018-10-30;2018-11-09;2018-11-12;2018-11-14;2018-11-19;2018-11-22;2018-11-28;2018-12-05;2018-12-06;2018-12-12;2018-12-18;2018-12-20;2018-12-21;2018-12-31;2019-01-02;2019-01-08;2019-01-11;2019-02-01;2019-02-04;2019-02-27;2019-03-04;2019-05-22;2019-05-23;2019-05-29;2019-05-30;2019-06-03;2019-06-04;2019-06-11;2019-06-14;2019-06-27;2019-06-28;2019-07-03;2019-07-08;2019-07-12;2019-07-15;2019-07-25;2019-08-01;2019-08-09;2019-08-14;2019-08-16;2019-08-19;2019-08-23;2019-08-29;2019-09-02;2019-09-03;2019-09-12;2019-09-20;2019-09-25;2019-09-27;2019-10-18;2019-10-21;2019-11-05;2019-11-08;2019-11-12;2019-11-13;2019-11-18;2019-11-19;2019-11-22;2019-11-26;2019-12-04;2019-12-10;2019-12-13;2019-12-16;2019-12-24;2019-12-30;2020-01-03;2020-01-06;2020-01-23;2020-01-24;2020-01-31;2020-02-03;2020-02-05;2020-02-06;2020-02-27;2020-02-28;2020-03-27;2020-03-31;2020-04-03;2020-04-09;2020-04-17;2020-04-20;2020-04-27;2020-04-30;2020-05-05;2020-05-07;2020-05-15;2020-05-18;2020-05-26;2020-05-27;2020-06-18;2020-06-23;2020-06-25;2020-06-26;2020-07-01;2020-07-02;2020-07-07;2020-07-08;2020-07-15;2020-07-17;2020-07-28;2020-07-29;2020-07-31;2020-08-04;2020-08-06;2020-09-09;2020-09-15;2020-09-18;2020-09-25;2020-09-28;2020-09-30;2020-10-05;2020-10-07;2020-10-13;2020-10-19;2020-10-21;2020-10-23;2020-10-27;2020-10-30;2020-11-10;2020-11-30;2020-12-01;2020-12-09;2020-12-10;2020-12-14;2020-12-15;2020-12-17;2020-12-21;2021-02-12;2021-02-15;2021-02-23;2021-02-24;2021-03-17;2021-03-22;2021-05-11;2021-05-12;2021-05-21;2021-05-26;2021-06-03;2021-06-04;2021-06-11;2021-06-14;2021-06-17;2021-06-18;2021-06-24;2021-07-06;2021-07-08;2021-07-13;2021-07-20;2021-07-23;2021-08-10;2021-08-11;2021-08-13;2021-08-16;2021-08-24;2021-09-01;2021-09-10;2021-09-13;2021-09-22;2021-09-23;2021-10-07;2021-10-08;2021-10-20;2021-10-27;2021-12-14;2021-12-15;2021-12-22;2021-12-23;2022-02-18;2022-02-21;2022-05-18;2022-05-19;2022-06-24;2022-06-27;2022-07-04;2022-07-05;2022-07-21;2022-07-22;2022-09-12;2022-09-13;2022-10-12;2022-10-14;2022-10-24;2022-10-26;2022-12-07;2022-12-13;2023-01-19;2023-01-23;2023-02-20;2023-02-23;2023-04-20;2023-04-21;2023-05-10;2023-05-11;2023-06-12;2023-06-13;2023-09-13;2023-09-14,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
GOLD,"Unleveraged gold exposure, preferring physically backed implementations",DEFENSIVE_REFERENCE,MATURE,,,,2021-08-23,2026-08-21,NO,NO,0,NOT_APPLICABLE,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_CONFIRMED,NO,NO_VALID_IMPLEMENTATION_HISTORY,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
INDIA,Broad Indian equities,COUNTRY_ROTATION,MATURE,2007-09-21,2026-08-21,4365.0,2021-08-23,2026-08-21,NO,YES,446,2008-12-02;2008-12-11;2009-01-02;2009-01-05;2009-02-11;2009-02-18;2009-05-29;2009-06-01;2009-06-04;2009-06-05;2009-07-01;2009-07-02;2009-07-23;2009-07-28;2009-10-21;2009-10-22;2011-10-11;2011-10-12;2011-11-28;2011-11-29;2011-12-14;2011-12-15;2012-01-18;2012-01-19;2012-07-30;2012-08-06;2012-08-13;2012-08-14;2012-08-22;2012-08-23;2012-11-13;2012-11-16;2012-11-20;2012-11-23;2012-12-12;2012-12-17;2013-01-16;2013-01-21;2013-01-24;2013-01-25;2013-02-13;2013-02-14;2013-02-27;2013-03-01;2013-03-19;2013-03-21;2013-04-04;2013-04-08;2013-04-15;2013-04-16;2013-04-25;2013-04-26;2013-05-09;2013-05-14;2013-05-21;2013-05-22;2013-07-11;2013-07-12;2013-07-19;2013-07-23;2013-08-20;2013-08-21;2013-09-17;2013-09-18;2013-09-27;2013-10-01;2013-10-04;2013-10-09;2013-10-14;2013-10-15;2013-10-24;2013-10-25;2013-10-31;2013-11-01;2013-11-20;2013-11-21;2013-11-27;2013-11-28;2013-12-05;2013-12-06;2013-12-30;2013-12-31;2014-01-27;2014-01-28;2014-02-05;2014-02-10;2014-02-12;2014-02-17;2014-02-26;2014-02-28;2014-03-19;2014-03-20;2014-03-31;2014-04-01;2014-04-04;2014-04-07;2014-04-15;2014-04-17;2014-04-24;2014-04-25;2014-05-09;2014-05-12;2014-06-20;2014-06-23;2014-07-16;2014-07-23;2014-08-15;2014-08-18;2014-08-28;2014-08-29;2014-09-02;2014-09-03;2014-10-09;2014-10-10;2014-10-20;2014-10-21;2014-10-27;2014-10-28;2014-10-31;2014-11-03;2014-12-11;2014-12-12;2014-12-29;2014-12-30;2015-01-08;2015-01-09;2015-08-03;2015-08-04;2015-08-06;2015-08-07;2015-08-13;2015-08-14;2015-09-03;2015-09-04;2015-10-12;2015-10-13;2015-11-06;2015-11-11;2015-11-17;2015-11-18;2015-11-20;2015-11-23;2015-11-26;2015-11-27;2015-12-02;2015-12-03;2015-12-29;2015-12-30;2016-01-08;2016-01-11;2016-01-19;2016-01-20;2016-03-01;2016-03-02;2016-04-08;2016-04-11;2016-04-13;2016-04-14;2016-04-29;2016-05-03;2016-05-18;2016-05-19;2016-06-08;2016-06-09;2016-06-13;2016-06-14;2016-06-24;2016-06-27;2016-07-22;2016-07-25;2016-08-03;2016-08-04;2016-08-09;2016-08-10;2016-08-26;2016-08-30;2016-09-16;2016-09-19;2016-10-13;2016-10-14;2016-10-27;2016-10-28;2016-11-08;2016-11-09;2016-12-07;2016-12-08;2017-01-20;2017-01-23;2017-01-31;2017-02-01;2017-03-03;2017-03-06;2017-03-08;2017-03-09;2017-06-06;2017-06-07;2017-06-19;2017-06-20;2017-06-23;2017-06-26;2017-07-06;2017-07-07;2017-07-19;2017-07-20;2017-07-27;2017-07-28;2017-08-02;2017-08-03;2017-08-21;2017-08-22;2017-08-25;2017-08-31;2017-10-31;2017-11-01;2017-12-07;2017-12-08;2017-12-15;2017-12-27;2018-03-06;2018-03-07;2018-03-12;2018-03-13;2018-03-15;2018-03-16;2018-04-17;2018-04-18;2018-06-07;2018-06-08;2018-07-02;2018-07-03;2018-08-03;2018-08-06;2018-09-04;2018-09-05;2018-09-07;2018-09-10;2018-09-20;2018-09-21;2018-10-17;2018-10-22;2018-10-29;2018-10-30;2018-11-01;2018-11-05;2018-11-14;2018-11-15;2018-11-19;2018-11-20;2018-12-20;2018-12-21;2018-12-31;2019-01-10;2019-01-24;2019-01-30;2019-02-05;2019-02-06;2019-02-08;2019-02-11;2019-02-18;2019-02-19;2019-02-25;2019-03-01;2019-03-11;2019-03-12;2019-03-15;2019-03-18;2019-03-21;2019-03-22;2019-03-26;2019-03-28;2019-04-25;2019-04-26;2019-05-03;2019-05-10;2019-07-19;2019-07-22;2019-08-01;2019-08-02;2019-08-19;2019-08-20;2019-09-04;2019-09-05;2019-09-11;2019-09-12;2019-10-03;2019-10-04;2019-10-21;2019-10-22;2019-10-24;2019-10-29;2019-11-11;2019-11-12;2019-11-19;2019-11-20;2019-11-22;2019-11-25;2019-12-06;2019-12-12;2020-01-02;2020-01-03;2020-01-21;2020-01-22;2020-01-27;2020-01-28;2020-01-31;2020-02-03;2020-02-11;2020-02-18;2020-03-06;2020-03-09;2020-04-06;2020-04-07;2020-07-02;2020-07-03;2020-07-30;2020-07-31;2020-08-07;2020-08-12;2020-08-17;2020-08-24;2020-08-27;2020-08-28;2020-09-09;2020-09-11;2020-09-16;2020-09-17;2020-09-23;2020-09-28;2020-10-02;2020-10-07;2020-10-14;2020-10-15;2020-10-19;2020-10-28;2020-11-02;2020-11-06;2020-11-16;2020-11-17;2020-11-19;2020-11-25;2020-12-02;2020-12-03;2020-12-08;2020-12-10;2020-12-14;2020-12-15;2020-12-18;2020-12-30;2021-01-08;2021-01-11;2021-01-21;2021-01-28;2021-02-18;2021-02-19;2021-03-09;2021-03-10;2021-03-22;2021-03-23;2021-03-25;2021-03-26;2021-03-30;2021-04-01;2021-04-29;2021-04-30;2021-05-14;2021-05-18;2021-05-25;2021-05-26;2021-06-03;2021-06-21;2021-06-24;2021-06-29;2021-07-05;2021-07-15;2021-07-19;2021-07-21;2021-07-23;2021-07-29;2021-08-02;2021-08-03;2021-08-09;2021-08-12;2021-08-19;2021-08-24;2021-08-27;2021-09-06;2021-09-21;2021-09-22;2021-10-05;2021-10-06;2021-10-13;2021-10-14;2021-10-28;2021-10-29;2021-11-08;2021-11-09;2021-11-11;2021-11-12;2021-11-17;2021-11-19;2021-11-25;2021-11-26;2021-12-07;2021-12-08;2021-12-31;2022-01-04;2022-01-18;2022-01-20;2022-03-03;2022-03-04;2022-03-14;2022-03-15;2022-03-21;2022-03-22;2022-03-24;2022-03-25;2022-03-29;2022-03-30;2022-04-01;2022-04-04;2022-04-27;2022-05-03;2022-05-05;2022-05-06;2022-05-17;2022-05-19;2022-06-10;2022-06-13;2022-06-15;2022-06-16;2022-06-22;2022-06-23;2022-07-22;2022-07-28;2022-10-19;2022-10-20;2022-11-03;2022-11-04;2023-02-24;2023-02-27;2023-03-03;2023-03-06;2023-03-08;2023-03-09;2023-11-24;2023-11-27,0,NOT_APPLICABLE,NOT_APPLICABLE,CONFIRMED,YES,CANONICAL_IMPLEMENTATION_TRANSITION,RECENT_FIVE_YEAR_CENSUS_SUBSTANTIALLY_COMPLETE,CURRENT_LSE_CENSUS_PLUS_MASTER_LINEAGE_AND_PRIMARY_ISSUER_EVENTS; NO_COMPLETE_LICENSED_HISTORICAL_LSE_DELISTING_FEED,"HISTORICAL UK RETAIL, ACCOUNT AND BROKER ELIGIBILITY REMAIN UNRESOLVED"
